Timestamp,Category,Symbol,Company,CMP,Open,High,Low,Previous Close,Close,Volume,1 Day Change %,Top Headline,Recent News,Final Remarks
2026-08-20 16:49:59 IST,Gainer,KJMCFIN,KJMC Financial Services Limited,66.42,66.35,66.42,61.9,55.35,66.42,3326,20.0,"KJMC Financial Services Limited Announces Cessation of Suhas Sahakari as Independent Director and Other Committees, Effective August 09, 2026 - marketscreener.com","['KJMC Financial Services Limited Announces Cessation of Suhas Sahakari as Independent Director and Other Committees, Effective August 09, 2026 - marketscreener.com']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,KRONOX,Kronox Lab Sciences Limited,186.19,155.01,186.19,155.01,155.16,186.19,5889347,20.0,"Kronox Lab Sciences Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Kronox Lab Sciences Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Rs 246 Crore Acquisition: Indo Borax & Chemicals to Acquire 64.26% Stake in Kronox Lab Sciences; Share Price Rises 7% - Dalal Street Investment Journal', 'Kronox Lab Sciences Limited announces Annual dividend, payable on October 16, 2026 - marketscreener.com', 'Indo Borax & Chemicals board approves acquisition of majority stake in Kronox Lab Sciences - Business Standard', 'Indo Borax & Chemicals Limited executed a Share Purchase Agreement to acquire 64.26% stake in Kronox Lab Sciences Limited from Ketan Vinodchandra Ramani, Pritesh Vinodchandra Ramani and Jogindersingh Gianchand Jaswal for INR 2.5 billion. - marketscreener.com']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,MPDL,MPDL Limited,34.32,34.3,34.32,23.26,28.6,34.32,8795,20.0,"MPDL Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['MPDL Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'MPDL Ltd Q1 Results: Board approves financials for quarter ended June 30 - scanx.trade', 'Total common shares outstanding of MPDL Ltd – NSE:MPDL - TradingView', 'MPDL Ltd Balance Sheet – NSE:MPDL - TradingView', 'MPDL Ltd Statistics – NSE:MPDL - TradingView']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,MYSORPETRO,Mysore Petro Chemicals Limited,165.49,160.0,165.49,155.3,137.91,165.49,383979,20.0,Number of employees of Mysore Petro Chemicals Limited – NSE:MYSORPETRO - TradingView,"['Number of employees of Mysore Petro Chemicals Limited – NSE:MYSORPETRO - TradingView', 'Mysore Petro Chemicals Limited Financial Statements – NSE:MYSORPETRO - TradingView']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,SAMBANDAM,Sambandam Spinning Mills Limited,126.0,114.0,126.0,113.99,105.0,126.0,8931,20.0,"Sambandam Spinning Mills Q1 Results: સતત નુકસાન બાદ કંપની ફરી નફામાં, બોર્ડમાં મોટા ફેરફારના સંકેત! - Whalesbook","['Sambandam Spinning Mills Q1 Results: સતત નુકસાન બાદ કંપની ફરી નફામાં, બોર્ડમાં મોટા ફેરફારના સંકેત! - Whalesbook', 'Price to sales forward of Sambandam Spinning Mills Limited – BSE:SAMBANDAM - TradingView', 'Sambandam Spinning Mills Limited Balance Sheet – NSE:SAMBANDAM - TradingView', 'Sambandam Spinning Mills Limited Statistics – NSE:SAMBANDAM - TradingView', ""Sambandam Spinning Mills Ltd leads gainers in 'B' group - Business Standard""]",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,MINALIND,Minal Industries Limited,2.65,2.24,2.65,2.23,2.21,2.65,312753,19.91,MINALIND Share Price Today - Minal Industries Stock Analysis - Equitypandit,"['MINALIND Share Price Today - Minal Industries Stock Analysis - Equitypandit', 'Total common shares outstanding of Minal Industries Limited – NSE:MINALIND - TradingView', 'Minal Industries Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Minal Industries Limited Cash Flow – NSE:MINALIND - TradingView', 'Minal Industries Limited Statistics – NSE:MINALIND - TradingView']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,CRSL,Cressanda Railway Solutions Limited,3.09,2.79,3.09,2.7,2.58,3.09,8160299,19.77,"Cressanda Railway Solutions Limited Reports Earnings Results for the Fourth Quarter and Full Year Ended March 31, 2026 - marketscreener.com","['Cressanda Railway Solutions Limited Reports Earnings Results for the Fourth Quarter and Full Year Ended March 31, 2026 - marketscreener.com', 'Total liabilities of Cressanda Railway Solutions Ltd – NSE:CRSL - TradingView', 'Cressanda Railway Solutions Ltd Income Statement – NSE:CRSL - TradingView', 'Cressanda Railway Solutions Ltd Statistics – NSE:CRSL - TradingView', 'CRSL title race takes shape as leading trio pull clear - Herald.co.zw']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,BALRAMCHIN,Balrampur Chini Mills Limited,778.0,658.25,780.95,655.05,650.8,778.0,33514941,19.55,Balrampur Chini Mills Ltd. (BALRAMCHIN) Share Price Near 52-Week High: Stock Trades Within 2% of One-Year Peak - Univest,"['Balrampur Chini Mills Ltd. (BALRAMCHIN) Share Price Near 52-Week High: Stock Trades Within 2% of One-Year Peak - Univest', 'Balrampur Chini Mills Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'BALRAMCHIN: Revenue growth, firm sugar prices, and PLA project progress drive a positive outlook - TradingView', 'BALRAMCHIN: Q1 FY27 saw revenue growth, capital infusion, and a new independent director appointment - TradingView', 'Balrampur Chini Mills holds 50th AGM on Sept 16; treats interim dividend as final - scanx.trade']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,VIRTUALG,Virtual Global Education Limited,0.51,0.45,0.51,0.44,0.43,0.51,1278374,18.6,"Virtual Global Education Ltd (VIRTUALG) Share Price Today, Quote, Latest Discussions, Interactive Chart and News - Stocktwits","['Virtual Global Education Ltd (VIRTUALG) Share Price Today, Quote, Latest Discussions, Interactive Chart and News - Stocktwits', 'VIRTUALG Share Price Today - Virtual Global Education Stock Analysis - Equitypandit', 'Operating cash flow per share of Virtual Global Education Ltd. – NSE:VIRTUALG - TradingView']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,SOMICONVEY,Somi Conveyor Beltings Limited,101.0,96.0,103.93,95.0,86.61,101.0,687119,16.61,,[],AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,BAJAJHIND,Bajaj Hindusthan Sugar Limited,23.76,20.74,23.98,20.59,20.38,23.76,256556792,16.58,"Balrampur Chini, Bajaj Hind, Shree Renuka shares rise up to 13%; here's why - Business Today","[""Balrampur Chini, Bajaj Hind, Shree Renuka shares rise up to 13%; here's why - Business Today"", 'Sugar stocks jump up to 4% despite tighter stockholding limits as government moves to curb record prices - TradingView', 'Bajaj Hindusthan, Shiprocket, VIL Among Most‑Traded Stocks - HDFC Sky']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,DWARKESH,Dwarikesh Sugar Industries Limited,55.9,48.77,56.45,48.7,48.28,55.9,42670090,15.78,Dwarikesh Sugar Industries Ltd. (DWARKESH) Share Price Rises 8.84% Today - Univest,"['Dwarikesh Sugar Industries Ltd. (DWARKESH) Share Price Rises 8.84% Today - Univest', 'AI: The ‘Dwarkesh’ Compute Demand Bull Case (part 2). AI-RTZ #1174 - AI: Reset to Zero']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,KWIL,Kwality Wall's (India) Limited,43.35,38.0,44.3,37.75,37.71,43.35,101299688,14.96,Kwality Wall’s Reports Q1 FY27 Revenue of ₹878.3 Cr; Net Profit Jumps to ₹50.7 Cr - Trade Brains,"['Kwality Wall’s Reports Q1 FY27 Revenue of ₹878.3 Cr; Net Profit Jumps to ₹50.7 Cr - Trade Brains', 'Kwality Walls (India) Reports Q1 Consolidated Net Profit of 507M Rupees Versus 376M YoY - Sahi']",AI remarks unavailable.
2026-08-20 16:49:59 IST,Gainer,INDOBORAX,Indo Borax & Chemicals Limited,498.1,439.0,509.9,431.0,433.85,498.1,6099644,14.81,Price to sales forward of Indo Borax & Chemicals Limited – NSE:INDOBORAX - TradingView,"['Price to sales forward of Indo Borax & Chemicals Limited – NSE:INDOBORAX - TradingView', 'Indo Borax & Chemicals Limited executed a Share Purchase Agreement to acquire 64.26% stake in Kronox Lab Sciences Limited from Ketan Vinodchandra Ramani, Pritesh Vinodchandra Ramani and Jogindersingh Gianchand Jaswal for INR 2.5 billion. - marketscreener.com', 'Indo Borax & Chemicals Ltd. Share Price Today Gains 10.15% - Univest', 'Indo Borax Approves Kronox Lab Stake Purchase; Shares Rise 7.44% - HDFC Sky', 'Kronox Lab Sciences promoters sell 64.26% stake to Indo Borax - scanx.trade']",AI remarks unavailable.
