Timestamp,Category,Symbol,Company,CMP,Open,High,Low,Previous Close,Close,Volume,1 Day Change %,Top Headline,Recent News,Final Remarks
2026-08-13 17:39:56 IST,Gainer,INDIGO,InterGlobe Aviation Limited,5370.0,5334.0,5370.0,5281.5,5333.0,5370.0,234000,0.69,Sask. people push for Indigo Alert system after missing Calgary boy dies,"['Sask. people push for Indigo Alert system after missing Calgary boy dies', 'Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers', ""Ayn's two-year old handheld gets a new color"", 'SpiceJet passengers face difficult time due to aircraft air conditioning issue', ""What Is A 'Toe Box' And Why Should We Care About It In Our Shoes? We Asked The Experts.""]",AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,EICHERMOT,Eicher Motors Limited,8100.0,8050.0,8100.0,8011.0,8049.0,8100.0,238460,0.63,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,MAXHEALTH,Max Healthcare Institute Limited,1013.3,1007.9,1037.6,992.8,1007.5,1013.3,2871456,0.58,Humana Inc. Q2 2026 Earnings Call Summary,['Humana Inc. Q2 2026 Earnings Call Summary'],AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,ASIANPAINT,Asian Paints Limited,2755.5,2725.0,2755.5,2720.0,2740.0,2755.5,579435,0.57,Kashmir's stories and traditions come alive in Asian Paints' Tribute to the Valley,"[""Kashmir's stories and traditions come alive in Asian Paints' Tribute to the Valley"", 'Alkyd Primers Market Size to Reach USD 1.86 Billion by 2033, Growing at 5.0% CAGR as Corrosion-Resistant, Specification-Driven Coating Demand Accelerates Globally: Verified Market Research']",AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,DRREDDY,Dr. Reddy's Laboratories Limited,1206.0,1194.0,1208.1,1182.1,1200.0,1206.0,1799813,0.5,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,KOTAKBANK,Kotak Mahindra Bank Limited,392.4,390.4,392.4,388.55,390.5,392.4,5726518,0.49,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,JSWSTEEL,JSW Steel Limited,1275.0,1269.1,1275.7,1264.0,1269.1,1275.0,1693193,0.46,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Gainer,ONGC,Oil & Natural Gas Corporation Limited,239.9,239.0,240.55,238.11,239.05,239.9,7266320,0.36,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,JIOFIN,Jio Financial Services Limited,255.6,261.95,263.4,254.0,256.05,255.6,48657061,-0.18,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,CIPLA,Cipla Limited,1458.8,1458.1,1464.4,1456.2,1463.0,1458.8,440742,-0.29,"Sensex today | Stock Market Highlights: Sensex climbs 374 pts; Nifty ends above 24,600 on RBI, crude oil cues","['Sensex today | Stock Market Highlights: Sensex climbs 374 pts; Nifty ends above 24,600 on RBI, crude oil cues', 'Generic Drugs Market to Reach $571.12 Billion by 2031 as Patent Expirations and Biosimilar Adoption Accelerate | Growth Insights and Regional Opportunities', ""How Trump's tariffs are reshaping Indian pharma"", 'Centum Electronics to invest Rs 500 crore in Karnataka: MB Patil', ""India, which once couldn't make smallpox vaccine, has now crossed a pharma milestone the world can't ignore""]",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,BHARTIARTL,Bharti Airtel Limited,1939.1,1965.0,1970.0,1930.5,1945.0,1939.1,13019222,-0.3,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,BAJFINANCE,Bajaj Finance Limited,1090.8,1095.0,1095.3,1083.0,1094.2,1090.8,2405186,-0.31,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,BAJAJ-AUTO,Bajaj Auto Limited,11661.0,11707.0,11750.0,11607.0,11700.0,11661.0,138796,-0.33,"Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers","['Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers', 'Sensex, Nifty trade lower ahead of CPI data; European mrkt decline', 'Yulu raises $93 mn in Series C funding round, targets 200,000 EV fleet', 'Yulu raises $93 mn in Series C funding round, plans to scale EV fleet to 2 lakh', 'Electric mobility startup Yulu raises $93 million in equity, debt to expand EV fleet']",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,ADANIPORTS,Adani Ports and Special Economic Zone Limited,1658.0,1665.0,1669.9,1641.1,1665.0,1658.0,1992956,-0.42,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,WIPRO,Wipro Limited,183.1,183.49,183.75,181.72,183.94,183.1,5434084,-0.46,"Finolex Cables shares jump 10% on strong Q1 performance; revenue crosses Rs 2,000 crore mark","['Finolex Cables shares jump 10% on strong Q1 performance; revenue crosses Rs 2,000 crore mark', 'Nifty settles below 24,450 level; IT shares tumble', 'Nifty drops below 24,400 level; IT shares slump', 'Dr Agarwals Health shares fall 7% after Rs 2,065-crore block deal; Hyperion Investments, Claymore likely sellers', ""US yield curve twists expose Trump's and Bessent's rate dilemma""]",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,HDFCBANK,HDFC Bank Limited,725.0,726.9,729.0,724.5,729.0,725.0,22129893,-0.55,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,SUNPHARMA,Sun Pharmaceutical Industries Limited,1932.0,1943.0,1946.3,1931.1,1944.0,1932.0,1216049,-0.62,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,AXISBANK,Axis Bank Limited,1221.8,1224.5,1224.8,1215.6,1230.0,1221.8,5284300,-0.67,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,TITAN,Titan Company Limited,5063.7,5069.5,5071.5,5010.0,5099.0,5063.7,533274,-0.69,"Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers","['Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers', 'Nifty slips below 24,450 as Tata selloff weighs on benchmarks', 'Nifty settles below 24,450 level; IT shares tumble', 'Jeremy Strong Wrote to Mark Zuckerberg After Being Cast in ‘Social Reckoning’ Even Though ‘He’s a Reviled Person’; Actor Spent 7 Months Talking in Polish Accent for Next Role', 'From coffee to cars: Inside the Tata empire as its chairman steps down']",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,ADANIENT,Adani Enterprises Limited,2964.9,2986.2,3019.5,2932.8,2985.7,2964.9,1302957,-0.7,Adani Group stocks in focus after US judge drops criminal case against Gautam Adani,"['Adani Group stocks in focus after US judge drops criminal case against Gautam Adani', 'US court dismisses criminal charges against Indian billionaire Gautam Adani', 'US judge dismisses criminal charges against Gautam Adani', '‘No plans to enter airline business:’ Adani Group', ""Environment min panel gives initial nod to 2 Adani subsidiaries' mining projects in Chhattisgarh""]",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,TATASTEEL,Tata Steel Limited,184.85,186.2,186.66,183.46,186.2,184.85,19940424,-0.73,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,RELIANCE,Reliance Industries Limited,1317.0,1327.8,1327.8,1307.2,1329.0,1317.0,9397301,-0.9,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,SBILIFE,SBI Life Insurance Company Limited,1812.0,1828.6,1833.6,1805.5,1830.0,1812.0,1421896,-0.98,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,POWERGRID,Power Grid Corporation of India Limited,266.6,269.0,269.0,266.05,269.45,266.6,9715149,-1.06,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,GRASIM,Grasim Industries Limited,3257.0,3299.3,3299.3,3201.0,3307.8,3257.0,1041544,-1.54,"Grasim Industries swings to profit in Q1, revenue rises 21% YoY","['Grasim Industries swings to profit in Q1, revenue rises 21% YoY', 'Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers', 'Nifty drops below 24,400 level; IT shares slump', 'Sensex, Nifty trade lower ahead of CPI data; European mrkt decline', 'Nifty Prediction Today – August 12, 2026: Nifty futures: Downswing to extend']",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,ULTRACEMCO,UltraTech Cement Limited,11706.0,11875.0,11905.0,11570.0,11891.0,11706.0,309798,-1.56,,[],AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,ICICIBANK,ICICI Bank Limited,1406.8,1429.0,1429.0,1406.4,1431.7,1406.8,11408206,-1.74,"Mobile Banking Market to Hit USD 58.02 Trillion by 2031 with Asia-Pacific Holding 46.6% Market Share in 2025, Says Mordor Intelligence","['Mobile Banking Market to Hit USD 58.02 Trillion by 2031 with Asia-Pacific Holding 46.6% Market Share in 2025, Says Mordor Intelligence']",AI remarks unavailable.
2026-08-13 17:39:56 IST,Loser,HINDALCO,Hindalco Industries Limited,1046.25,1072.3,1073.0,1040.0,1078.5,1046.25,4983399,-2.99,"NALCO, Hindalco gain up to 8% as global aluminium prices hit 7-week high amid Mideast tensions","['NALCO, Hindalco gain up to 8% as global aluminium prices hit 7-week high amid Mideast tensions', 'Sensex today | Stock Market Highlights: Sensex slips 187 pts to close at 77,966, Nifty ends at 24,435; TCS, M&M top losers', 'Sensex, Nifty trade lower ahead of CPI data; European mrkt decline', 'Nifty slips below 24,450 as Tata selloff weighs on benchmarks', 'Nifty settles below 24,450 level; IT shares tumble']",AI remarks unavailable.
