Timestamp,Category,Symbol,Company,CMP,Open,High,Low,Previous Close,Close,Volume,1 Day Change %,Top Headline,Recent News,Final Remarks
2026-08-17 17:50:07 IST,Gainer,EXPLEOSOL,Expleo Solutions Limited,923.85,830.0,945.9,829.7,815.95,923.85,6142838,13.22,"Expleo Solutions Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Expleo Solutions Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Expleo Solutions files Q1FY27 results with BSE and NSE - scanx.trade', 'Expleo Solutions Files Q1 FY27 Earnings Presentation With Indian Exchanges - TipRanks', 'Expleo Solutions Publishes Q1 FY2026 Unaudited Results in Newspapers - TipRanks', 'Expleo Solutions Ltd. Share Price Today: Price Rise Analysis - univest.in']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Gainer,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,573.75,515.0,585.6,500.0,508.1,573.75,274715,12.92,Dolphin Entertainment Inc reports results for the quarter ended June 30 - Earnings Summary - TradingView,"['Dolphin Entertainment Inc reports results for the quarter ended June 30 - Earnings Summary - TradingView', 'Dolphin Offshore Enterprises (India) Ltd. (DOLPHIN) Share Price Rises 8.22% Today - Univest', 'Dolphin Points Emerge As Must See Destinations For Visitors To Varanasi - ETV Bharat', ""Storms from Dolphin soak China's east, ground nearly 950 Shanghai flights - Reuters"", 'Explainer: How climate change and El Niño supercharged Typhoon Dolphin - Reuters']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Gainer,KAYA,Kaya Limited,335.0,296.85,349.0,290.8,296.85,335.0,173026,12.85,"Kaya Limited NRC approves 75,000 stock options under ESOS Scheme-VI - scanx.trade","['Kaya Limited NRC approves 75,000 stock options under ESOS Scheme-VI - scanx.trade', 'Kaya Limited shareholders approve FY26 financials and director reappointments - scanx.trade', 'Scholastic director Kaya Henderson sells $130,812 in stock By Investing.com - Investing.com India', 'Hayden Panettiere dies at 36: ‘Heroes’ and ‘Nashville’ star leaves behind daughter Kaya - Storyboard18', 'About Hayden Panettiere and her daughter Kaya Klitschko: Why did the ‘Nashville’ star give up her custody - The Times of India']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Gainer,ALPHAGEO,Alphageo (India) Limited,340.0,314.0,342.8,302.42,301.36,340.0,229452,12.82,"Alphageo Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Alphageo Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Alphageo Q1 Results: Net profit rises 1,286% YoY to ₹127 crore - scanx.trade', 'Alphageo (India) consolidated net profit rises 1660.49% in the June 2026 quarter - Business Standard', 'Alphageo Q1FY27 net profit turns to ₹148.58 crore gain - scanx.trade', 'Alphageo (India) Ltd. Share Price News and Price Action - Univest']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Gainer,MANORAMA,Manorama Industries Limited,1955.0,1775.0,2043.0,1745.5,1737.1,1955.0,7248199,12.54,Manorama Industries shares surge over 8% after strong Q1 results - The Economic Times,"['Manorama Industries shares surge over 8% after strong Q1 results - The Economic Times', 'MANORAMA: Q1 FY27 delivered strong revenue and profit growth, with strategic expansion and stable margins - TradingView', 'MANORAMA: Q1 FY2027 delivered robust revenue and profit growth, with strong margins and strategic global expansion - TradingView', 'Manorama Industries consolidated net profit rises 67.58% in the June 2026 quarter - Business Standard', ""Manorama Industries Ltd leads gainers in 'A' group - Business Standard""]",AI remarks unavailable.
2026-08-17 17:50:07 IST,Gainer,LATTEYS,Latteys Industries Limited,23.06,20.99,23.98,20.8,20.59,23.06,651587,12.0,,[],AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,SHREEJISPG,Shreeji Shipping Global Limited,603.0,662.0,662.0,588.1,653.4,603.0,2791511,-7.71,Shreeji Shipping Global Ltd. (SHREEJISPG) Share Price Hits 52-Week High - Univest,"['Shreeji Shipping Global Ltd. (SHREEJISPG) Share Price Hits 52-Week High - Univest', 'Shreeji Shipping Q1 Results: Net Profit Rises 19% YoY To ₹443 Crore - scanx.trade', 'Shreeji Shipping Global Q1 FY27: Net Profit Rises 19% YoY to ₹44.29 Cr - Trade Brains']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,POEL,POCL Enterprises Limited,150.0,150.1,154.0,145.0,162.6,150.0,57496,-7.75,Nobody Expected Paris To End Like This | Van Der Poel's Greatest Tour Victory! The Punisher One Last Kill (73rLmpAk41) - Mshale,"[""Nobody Expected Paris To End Like This | Van Der Poel's Greatest Tour Victory! The Punisher One Last Kill (73rLmpAk41) - Mshale"", 'Van der Poel and Evenepoel train together for their ""Project Canada"" - Brujulabike.com', 'Remco Evenepoel launches ‘Project Canada’ with Mathieu van der Poel - Canadian Cycling Magazine', 'Van der Poel rides with Evenepoel before MTB World Championships - IDLprocycling.com', 'Mathieu van der Poel targets mountain bikes and Montreal - Canadian Cycling Magazine']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,CUPID,Cupid Limited,270.9,294.51,295.35,235.11,293.88,270.9,59146915,-7.82,Cupid Q1 Results: Profit Nearly Triples As Margin Widens; Revenue Up 2.6x - NDTV Profit,"['Cupid Q1 Results: Profit Nearly Triples As Margin Widens; Revenue Up 2.6x - NDTV Profit', 'Cupid Limited Revises Earnings Guidance for Fy2027 - marketscreener.com', 'Cupid net profit jumps 194% YoY to ₹44 crore in Q1 as margins expand sharply; raises FY27 guidance - livemint.com', 'Cupid Limited Delivers Strong Q1 FY27 Performance with 159% YoY Operating Income Growth, 194% YoY Net Profit Growth - Big News Network.com', 'Cupid Limited corrects typographical error in Q1FY27 audit report label - scanx.trade']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,ESSARSHPNG,Essar Shipping Limited,16.1,17.88,17.89,15.8,17.49,16.1,1260890,-7.95,"Essar Shipping Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Essar Shipping Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Essar Shipping Board Clears Q1 Results, Approves Sale of Essar Tug III - TipRanks']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,TIJARIA,Tijaria Polypipes Limited,5.54,6.1,6.1,5.42,6.03,5.54,288047,-8.13,Tijaria Polypipes Q1 Results: Net loss widens 36% YoY to ₹36.11 lakh - scanx.trade,"['Tijaria Polypipes Q1 Results: Net loss widens 36% YoY to ₹36.11 lakh - scanx.trade', 'Tijaria Polypipes Share Price Today, Tijaria Polypipes Stock Price Live NSE/BSE Updates - The Economic Times', 'Tijaria Polypipes board to approve Q2FY27 results, accept director resignation - scanx.trade', 'Tijaria Polypipes appoints new independent director, renews auditor at 20th AGM - scanx.trade', 'Bhatia Communications & Retail (India) standalone net profit rises 90.50% in the June 2026 quarter - Business Standard']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,S&SPOWER,S&S Power Switchgears Limited,299.0,305.0,315.85,294.0,325.6,299.0,7957,-8.17,,[],AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,PARNAXLAB,Parnax Lab Limited,118.55,108.03,120.05,108.03,129.35,118.55,1206,-8.35,"Parnax Lab Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Parnax Lab Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,PRIMO,Primo Chemicals Limited,23.36,24.15,24.99,23.06,25.62,23.36,384904,-8.82,"Primo Chemicals Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Primo Chemicals Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Primo Service Solutions Public Company Limited Reports Earnings Results for the Second Quarter and Six Months Ended June 30, 2026 - marketscreener.com', 'Primo Chemicals consolidated net profit rises 14.71% in the June 2026 quarter - Business Standard', 'Primo Chemicals Reports Q1 Revenue Of 1.4B Rupees With 36M Net Profit - Sahi', 'PRMB: Primo Brands Corporation - Options Chain - Zacks Investment Research']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,KAPSTON,Kapston Services Limited,534.0,593.9,593.9,495.75,588.4,534.0,271846,-9.25,"Kapston Services Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com","['Kapston Services Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Kapston Services consolidated net profit rises 38.50% in the June 2026 quarter - Business Standard', 'Kapston Q1 Net Profit Jumps 38.5% to ₹8.49 Crore, Revenue Up 15.8% - Sahi', 'Kapston Services Share Price Today: Price Fall Analysis - univest.in', 'Kapston Home Services Pvt. Ltd. Launches Consumer App in Hyderabad - Telangana Today']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,MEDICAMEQ,Medicamen Biotech Limited,218.0,232.0,238.89,215.0,240.45,218.0,59925,-9.34,,[],AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,ABMINTLLTD,ABM International Limited,56.2,56.2,59.44,56.2,62.44,56.2,7666,-9.99,,[],AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,DCMSIL,DCM Shriram International Limited,74.13,81.85,82.0,74.13,82.36,74.13,202685,-9.99,,[],AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,SCHNEIDER,Schneider Electric Infrastructure Limited,1232.2,1219.0,1255.0,1185.0,1369.2,1232.2,2282209,-10.01,Schneider Electric Infrastructure Share Price Slumps Over 12% After Q1 Results. What Should Investors Do? - NDTV Profit,"['Schneider Electric Infrastructure Share Price Slumps Over 12% After Q1 Results. What Should Investors Do? - NDTV Profit', 'Schneider Electric Infrastructure Limited Reports Earnings Results for the First Quarter Ended June 30, 2026 - marketscreener.com', 'Schneider Electric Infra Q1 profit falls 70% as higher costs squeeze margins; orders hit record high - CNBC TV18', 'Schneider Electric Infrastructure shares drop 11% after Q1 profit plunges 70%, margins halve - CNBC TV18', 'Transcript : Schneider Electric Infrastructure Limited, Q1 2027 Earnings Call, Aug 17, 2026 - marketscreener.com']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,SOLEX,Solex Energy Limited,790.0,801.0,829.8,770.3,879.85,790.0,144123,-10.21,"Solex Energy Q1 FY27 Profit Falls 67% YoY, Revenue Up 0.47% - Saur Energy","['Solex Energy Q1 FY27 Profit Falls 67% YoY, Revenue Up 0.47% - Saur Energy', 'Solex Energy Q1FY27 net profit falls 67% to ₹82.56M; EBITDA margin slips - scanx.trade', 'Solex Energy Q1 FY27 Revenue Rises 1.8%, Profit Falls 67% - TaiyangNews', 'Solex Energy consolidated net profit declines 66.98% in the June 2026 quarter - Business Standard', 'Solex Energy Q1 profit falls 66 per cent to Rs 8.26 crore - Telangana Today']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,KJMCFIN,KJMC Financial Services Limited,51.01,56.83,59.0,51.01,57.0,51.01,1308,-10.51,"KJMC Financial Services Limited Announces Cessation of Suhas Sahakari as Independent Director and Other Committees, Effective August 09, 2026 - marketscreener.com","['KJMC Financial Services Limited Announces Cessation of Suhas Sahakari as Independent Director and Other Committees, Effective August 09, 2026 - marketscreener.com']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,KERNEX,Kernex Microsystems (India) Limited,1788.3,2001.0,2041.4,1711.7,2024.2,1788.3,1555993,-11.65,Kernex Microsystems Q1 profit jumps nearly 15-fold to ₹109.8 crore as Kavach orders drive sharp revenue growth - Business Upturn,"['Kernex Microsystems Q1 profit jumps nearly 15-fold to ₹109.8 crore as Kavach orders drive sharp revenue growth - Business Upturn', 'Kernex Microsystems to complete CLW-II order by Nov 2026; expects AMC revenue - Whalesbook', 'Kernex Micro Delivers 1,360 Units Of CLW-II Order, Completion Anticipated By November 2026 - Sahi', 'Kernex Microsystems to complete CLW-II order by November 2026 - scanx.trade', 'Kernex Microsystems (India) secures Rs 15.90 crore order amid ongoing CLW project - Business Upturn']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,PRISMX,Prismx Global Ventures Limited,0.5,0.57,0.58,0.5,0.58,0.5,922092,-13.79,Prismx Global Ventures consolidated net profit declines 75.17% in the June 2026 quarter - Business Standard,"['Prismx Global Ventures consolidated net profit declines 75.17% in the June 2026 quarter - Business Standard', 'Prismx Global Ventures Q1 net profit falls 75% to ₹37.36 lakhs - scanx.trade', 'Price to sales forward of Prismx Global Ventures Ltd. – BSE:PRISMX - TradingView', 'Prismx Global Standalone June 2026 Net Sales at Rs 0.23 crore, down 95.83% Y-o-Y - Moneycontrol.com', 'C & C Constructions reports consolidated net loss of Rs 1.48 crore in the June 2026 quarter - Business Standard']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,THOMASCOTT,Thomas Scott (India) Limited,295.0,326.95,335.2,293.35,346.9,295.0,335204,-14.96,Thomas Scott India Q1 Results: Earnings Call Scheduled for Aug 17 - scanx.trade,"['Thomas Scott India Q1 Results: Earnings Call Scheduled for Aug 17 - scanx.trade', 'Thomas Scott (India) Publishes Q1 FY27 Unaudited Results in Newspapers - TipRanks', 'Thomas Scott (India) Reports Q1 Revenue Of ₹65.8 Crore, Net Profit At ₹5.4 Crore - Sahi']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,NGLFINE,NGL Fine-Chem Limited,2901.0,3489.9,3490.0,2801.1,3454.0,2901.0,58561,-16.01,NGL Fine Chem Q1 Results: Net profit up 99% YoY to ₹18.40 crore - scanx.trade,"['NGL Fine Chem Q1 Results: Net profit up 99% YoY to ₹18.40 crore - scanx.trade', 'NGL Fine Chem Q1 Results: Net profit jumps 115% YoY to ₹1,645.13 lakh - scanx.trade', 'NGL Fine-Chem Share Price Today: 8.02% Fall, Key Metrics - Univest']",AI remarks unavailable.
2026-08-17 17:50:07 IST,Loser,ZAGGLE,Zaggle Prepaid Ocean Services Limited,160.48,182.4,185.0,160.48,200.59,160.48,12084279,-20.0,Zaggle Prepaid Share Price Tanks 20% To Hit 52-Week Low After Q1 Results Spook Investors - NDTV Profit,"['Zaggle Prepaid Share Price Tanks 20% To Hit 52-Week Low After Q1 Results Spook Investors - NDTV Profit', 'Zaggle Prepaid Q1 Results: Profit Slumps 57% As Margin Shrinks; Revenue Falls 32% - NDTV Profit', 'Zaggle Q1 profit falls 33% despite 28% revenue growth as acquisition costs weigh on margins - CNBC TV18', 'Zaggle Prepaid Ocean Services Limited Just Missed Earnings - But Analysts Have Updated Their Models - simplywall.st', 'Zaggle Prepaid Ocean Services Limited Enters Amendment Agreement With APAC Financial Services Private Limited - marketscreener.com']",AI remarks unavailable.
